filename,fate,head,heart,life,palm_width,line_density
Hand_0004645_jpg.rf.fe1adfdbeaf3a38328650de9ea566908.jpg,0,0,1,1,0,0
Hand_0004516_jpg.rf.1c7b2d2be9b298c9775ba94ffee36c76.jpg,1,1,1,1,1,1
Hand_0004513_jpg.rf.25b84ab32ec98f8dcf291d426a9d7824.jpg,0,1,1,0,0,0
FIMG_0359_JPG_jpg.rf.01183f23d5a08d5f05c6f321f47c6cbe.jpg,1,1,1,0,0,0
Hand_0004652_jpg.rf.fa19a57ac25c2e213e8fcbff07a776da.jpg,1,1,1,1,1,1
FIMG_0368_JPG_jpg.rf.37b1fe686f7083660eadac7d3f82733d.jpg,0,1,1,1,0,1
Hand_0004513_jpg.rf.de5b903a0d1badc0d1c2d90a103a1eb8.jpg,1,1,0,1,1,1
Hand_0004514_jpg.rf.8bfed02af8b9e32a77145c3c5a279677.jpg,1,1,1,0,1,0
FIMG_0361_JPG_jpg.rf.5790ba72fbbb449b3aba7c3787c29c68.jpg,1,0,1,0,1,0
FIMG_0360_JPG_jpg.rf.4dc3db166fc52aaa246ddf835a2d7943.jpg,1,0,1,1,1,1
Hand_0004660_jpg.rf.fcf8311f9c3715281b17b212cc662c67.jpg,0,1,0,1,1,0
FIMG_0370_JPG_jpg.rf.19ce553e2232030bd7ce15c85cc21429.jpg,0,1,0,0,1,1
FIMG_0367_JPG_jpg.rf.787bea0d660b6b25c70d6ef966548ad5.jpg,1,1,1,1,1,1
Hand_0004512_jpg.rf.eb2d279b39964a4f533bc9a6892f7a1a.jpg,0,0,1,1,1,1
FIMG_0366_JPG_jpg.rf.81efa27e30845addd5d455cd3c17694d.jpg,0,1,1,1,1,1
FIMG_0370_JPG_jpg.rf.3a0a3aea41576c5f2b583371da4f687c.jpg,1,0,1,0,1,1
FIMG_0369_JPG_jpg.rf.757247712b780e542344830397e86958.jpg,0,1,1,1,0,1
FIMG_0367_JPG_jpg.rf.3ed6a6bd8fd68c7aeaeac132477d2403.jpg,0,1,1,1,0,0
Hand_0004514_jpg.rf.c9d0abef5cda979cd3d32d1ad2178d67.jpg,1,1,0,0,1,0
FIMG_0365_JPG_jpg.rf.043dcd054a6f71db248afdf5ad766c73.jpg,1,0,1,0,0,1
FIMG_0367_JPG_jpg.rf.2eb5702bcba709d7a53767dfbeae8bab.jpg,0,1,1,1,1,1
FIMG_0360_JPG_jpg.rf.ffe5d832f1ee483da56aeecadb74e62c.jpg,1,1,0,1,0,1
Hand_0004595_jpg.rf.e9bceb52c4bae9ffc4c5f6c38ae406f2.jpg,1,0,0,0,0,1
Hand_0001257_jpg.rf.2114a978593c16a43140cc9573843aac.jpg,1,1,0,1,1,1
Hand_0001305_jpg.rf.03a49d32b98c16f6ebbce35de5f1e43b.jpg,1,1,1,1,0,1
FIMG_0369_JPG_jpg.rf.47fd1592efd84cbf805be008e6c60a68.jpg,0,1,1,1,1,1
FIMG_0368_JPG_jpg.rf.75ffb556fc8e9782880de34cc86f78b0.jpg,1,1,1,1,1,1
Hand_0001258_jpg.rf.3b62862fa5e2a8c700b95a77fd6c887a.jpg,1,1,0,1,1,1
FIMG_0366_JPG_jpg.rf.93b6960aac4b6e46dc00871e7322cfef.jpg,1,1,0,1,1,1
FIMG_0366_JPG_jpg.rf.841dfc06fa2024af0a554c8e75377d6c.jpg,1,0,0,0,1,1
Hand_0001306_jpg.rf.4e80c3d8919b0b8ba26141e46bd4cfef.jpg,0,1,1,1,0,0
Hand_0001255_jpg.rf.179847ec89c8eec23579fc0c3d476fcf.jpg,1,0,1,1,0,0
Hand_0001258_jpg.rf.29f99b0d73edf5c0fb41372182f9c7e8.jpg,1,1,1,1,1,0
Hand_0001255_jpg.rf.81ebd4f78c604072942bc940552c5fdc.jpg,1,0,1,1,0,1
Hand_0001258_jpg.rf.aec9f785e90d870bf8ce2b66c5900e4d.jpg,1,0,1,1,1,1
Hand_0001257_jpg.rf.1b78aeca37095c47a913c4919aee7db9.jpg,0,1,0,1,1,1
Hand_0001256_jpg.rf.4e73f23108c40feaeed45eeda45bb816.jpg,1,1,1,1,1,0
FIMG_0370_JPG_jpg.rf.bfd23f6976d04b3275cc886af6860755.jpg,0,1,1,0,1,1
Hand_0001257_jpg.rf.f2b6edcb38a4607d0b0e3f9265205925.jpg,1,1,0,1,0,0
Hand_0001254_jpg.rf.3f886962e3d97d25a2d503d81fa323af.jpg,1,0,0,0,1,1
Hand_0001269_jpg.rf.72394a3d54a440d819dc30d200715f71.jpg,1,1,0,1,1,0
Hand_0001306_jpg.rf.47c43aabc730d4d12a2dd4aeea55f897.jpg,0,0,0,1,0,0
FIMG_0374_JPG_jpg.rf.28ddfb537866fc61c3802f0563936ba1.jpg,1,1,0,1,0,1
Hand_0001306_jpg.rf.a1de86072bf4263afeeb2f7b647e5e4b.jpg,1,1,1,1,1,0
FIMG_0368_JPG_jpg.rf.3911001b6d1181f16edcaaf87a3d9ef8.jpg,1,0,1,1,0,1
Hand_0001259_jpg.rf.afb152f906d062e34607c374df0d4af9.jpg,0,0,1,0,1,1
Hand_0001256_jpg.rf.bbaf05f9e67a1b860fe3863b7aacf16c.jpg,1,0,1,1,1,1
FIMG_0369_JPG_jpg.rf.ce88a8a0bd5e624acc88086def49e2ef.jpg,0,1,0,1,1,0
Hand_0001256_jpg.rf.dbdc05318bfd13406380153882630048.jpg,1,0,1,1,0,0
FIMG_0372_JPG_jpg.rf.2b8333b578d7a823360c2e5e02114217.jpg,1,1,0,1,1,1
FIMG_0372_JPG_jpg.rf.43ddcf24f0eb4b1d43b3f57df714a7b4.jpg,1,0,1,0,0,1
FIMG_0375_JPG_jpg.rf.7b21f03be1bdb8eb72e4a6fa3f93bd38.jpg,0,0,1,0,1,1
FIMG_0378_JPG_jpg.rf.44dc1c2b48f6dfcdff3cc4775c086946.jpg,1,0,1,1,1,1
Hand_0001259_jpg.rf.bc0ffb497dbb485db297bbbf649969d5.jpg,1,0,0,1,1,1
FIMG_0376_JPG_jpg.rf.348da8514f573a21f90f50cc0dd8a1ef.jpg,1,1,0,0,0,0
Hand_0001198_jpg.rf.9c52eaac526b62742b502333943ab972.jpg,0,1,0,0,0,0
Hand_0001216_jpg.rf.b5bde10096d8af1ccdb872c0eeb2f42e.jpg,1,1,1,1,0,0
Hand_0001255_jpg.rf.f0b1ea0b894feabf942e522885e3f089.jpg,1,0,1,1,1,1
FIMG_0371_JPG_jpg.rf.a47a3b1d0ee0b5abe763cd905e90f377.jpg,1,1,0,1,1,1
FIMG_0372_JPG_jpg.rf.aafbeb87fd9bba98091949e7d7ca947f.jpg,1,1,0,1,1,0
FIMG_0374_JPG_jpg.rf.6ca886094c65f0479ebf89966c595b9f.jpg,1,1,1,1,0,1
FIMG_0378_JPG_jpg.rf.e0a7efa94e118b1bcf6fef892a004511.jpg,1,1,1,1,0,0
FIMG_0376_JPG_jpg.rf.d47e5cf538ffc3316a9e96c9546c60bb.jpg,1,1,1,1,0,1
FIMG_0374_JPG_jpg.rf.133a7c52857ea9a5d8cfdd801386dfab.jpg,1,1,0,1,1,1
Hand_0001216_jpg.rf.6d3bec2e0736db0385b8f53005342463.jpg,1,1,0,1,0,1
FIMG_0377_JPG_jpg.rf.c7a76efb7977b1c1190fb15471770e66.jpg,0,0,1,1,0,1
Hand_0004697_jpg.rf.c43696d47476c06e90c73359c04db438.jpg,0,1,1,1,1,0
Hand_0004700_jpg.rf.0d2c2e4a5f4c39709ea5ae6b505b4f51.jpg,1,0,0,1,0,1
Hand_0004701_jpg.rf.2fbd9181b4d6ca423a47c09f2972f222.jpg,1,0,1,1,1,1
Hand_0004698_jpg.rf.9b53b48238216f30c7fde68e9555d10c.jpg,0,1,0,0,1,1
FIMG_0371_JPG_jpg.rf.8b713095a027a2bfd489a04d2883860e.jpg,1,1,0,1,0,0
FIMG_0371_JPG_jpg.rf.f4c7756b64990eb8b786f0b101fdc6f3.jpg,0,1,1,1,1,0
FIMG_0377_JPG_jpg.rf.e9445aec26011ea649d79b617621908a.jpg,0,1,1,1,1,1
Hand_0004699_jpg.rf.7def0c0a1ae90de17627ab86d15e0fac.jpg,1,0,0,0,1,1
Hand_0004702_jpg.rf.74bbac5c1af84d46dd43543391d91153.jpg,1,1,0,1,1,1
Hand_0004699_jpg.rf.54e654e373042675eba708d5f8fabcc1.jpg,1,0,1,1,0,1
Hand_0004661_jpg.rf.8a4665375905510db85b14b54079057e.jpg,1,1,1,1,1,1
Hand_0004702_jpg.rf.1232ea405dde1e145bcdebdf926394f1.jpg,0,0,0,1,0,1
FIMG_0375_JPG_jpg.rf.36ccc4fc0f07ac0aac58d9f2dc52db39.jpg,1,0,1,1,0,1
Hand_0004583_jpg.rf.363dfd85827f072079fe4640d3e336c1.jpg,1,1,1,1,1,1
Hand_0004591_jpg.rf.455877aeb6942ca8e71ff0893b21a19e.jpg,1,0,1,1,0,0
Hand_0004528_jpg.rf.2c302e537b746496638aaad6133999eb.jpg,1,1,1,1,0,1
Hand_0004700_jpg.rf.aa18ab6647d3794dbdd42bc384d81a14.jpg,1,0,1,1,1,0
Hand_0004528_jpg.rf.191c7a8489a5f34807b1ca146a5e1f9e.jpg,0,1,1,1,1,1
Hand_0004697_jpg.rf.eadce58d02f853107ae681f3db15f0e1.jpg,1,1,0,1,1,1
Hand_0004698_jpg.rf.8e438bf0f10d9e7a7e7563b75948d407.jpg,1,0,0,1,1,1
Hand_0004515_jpg.rf.6975ba3ee9472892d5f3229e368d29f3.jpg,1,1,1,1,1,1
Hand_0004699_jpg.rf.eca7bf30c2ea88706295ec6ad1dc7295.jpg,0,1,1,0,1,0
Hand_0004698_jpg.rf.bd429f10f20672be0230a52b1bdf6c58.jpg,1,1,0,1,1,1
Hand_0004597_jpg.rf.62581c11ba21b946a4c63bc936d7a359.jpg,1,1,0,1,0,1
Hand_0004597_jpg.rf.cf8bf3cf7c169482c9a9be5c688c46f7.jpg,0,0,1,1,0,1
Hand_0004700_jpg.rf.f78242675d7af3c985cba19474595a01.jpg,1,0,0,1,0,1
Hand_0004593_jpg.rf.e4e8854fe361a6b222e3db71b415bb77.jpg,1,1,0,1,1,1
Hand_0004570_jpg.rf.d2e4f32c54eb881af49c693fb40f62fb.jpg,0,0,0,1,1,1
FIMG_0352_JPG_jpg.rf.12ef4f8b2dfd5acc21b533d40de65808.jpg,1,1,1,0,1,0
Hand_0004632_jpg.rf.7628bf3274cc5f50729156808765ffc0.jpg,1,1,1,1,0,1
Hand_0004570_jpg.rf.d2d6894ab9445d3d7f3ffb93e3d6ac72.jpg,1,1,0,1,0,1
Hand_0004530_jpg.rf.fef46cfc0494369f9d972f8de5768c94.jpg,0,1,0,1,1,1
Hand_0004632_jpg.rf.a1763b0f3386abd51f1c717333c06d23.jpg,1,0,0,1,1,1
Hand_0004701_jpg.rf.d80b41be58d41eeaa5dea68614e6115b.jpg,0,1,1,0,0,1
Hand_0004529_jpg.rf.b44e568e9dfe9d62af162364c89a9dd3.jpg,1,0,1,0,1,1
FIMG_0358_JPG_jpg.rf.2ab613cffeb594a6255f1a519f91c68a.jpg,1,1,0,1,1,1
FIMG_0354_JPG_jpg.rf.2f640d7c9ac437ed8ba58d8c2dd0005e.jpg,1,1,0,1,1,0
Hand_0004529_jpg.rf.6a3dcc95cdb85c820d2d3edb5611391c.jpg,1,0,1,1,1,1
FIMG_0342_JPG_jpg.rf.2e02d1d98f46504da513498cf3c38149.jpg,1,0,1,1,1,0
Hand_0004528_jpg.rf.7f6c1340eb4a7c8916d969f759b90fac.jpg,0,1,1,1,0,0
FIMG_0355_JPG_jpg.rf.6f830c1db17a8450a1e524d0b2c8708e.jpg,0,1,0,1,0,1
FIMG_0342_JPG_jpg.rf.608ed717cd76fa181ff3535bea906162.jpg,1,1,0,0,0,0
Hand_0004595_jpg.rf.bf95492555e4f88b1f7a99db250de023.jpg,0,0,1,1,1,1
Hand_0004593_jpg.rf.feff91eaab6b546db53b658cf7108a1b.jpg,1,1,1,1,1,1
Hand_0004570_jpg.rf.9b0acb9df93c5b2e65e46ba4e8b5e13d.jpg,0,0,1,0,1,1
FIMG_0353_JPG_jpg.rf.6d697498a65754992d622352fc0908f4.jpg,1,1,1,0,1,1
FIMG_0354_JPG_jpg.rf.c8af3a4005b883b2f821486de12a28a6.jpg,1,0,1,1,1,1
FIMG_0343_JPG_jpg.rf.8f89f734919a65107561929cba383a70.jpg,1,1,1,1,0,1
FIMG_0354_JPG_jpg.rf.7f3b7ff146db2e77178c3e3f74fa56c1.jpg,1,1,0,0,0,1
FIMG_0355_JPG_jpg.rf.eba45b204ae37b12dc91029ec1b3be1a.jpg,1,0,1,1,0,1
FIMG_0342_JPG_jpg.rf.9c68273b968a7f24354b0abc0895da9b.jpg,1,0,1,1,0,0
FIMG_0341_JPG_jpg.rf.8105298971c2896ec389659098cb6c70.jpg,1,1,0,1,1,0
FIMG_0355_JPG_jpg.rf.effca884cc44502e244699b84575cf0a.jpg,1,0,0,1,0,0
Hand_0004632_jpg.rf.a39935742caf62904ee056b3d17d09e9.jpg,1,1,1,1,1,1
FIMG_0362_JPG_jpg.rf.0f503e54bb08b4b423f0a227a40978fa.jpg,0,1,1,1,0,1
FIMG_0365_JPG_jpg.rf.02247a6b1396ece8c1c0e633a68a51f1.jpg,0,0,1,1,0,0
FIMG_0353_JPG_jpg.rf.d71bfdcc2334a27c050a5ced765b3da1.jpg,1,1,1,0,1,0
FIMG_0341_JPG_jpg.rf.de362226d272eec04cf23b81d8e581f7.jpg,1,1,0,1,1,0
FIMG_0362_JPG_jpg.rf.67df0765f163aaf57a733fe13893efba.jpg,0,1,0,1,1,1
FIMG_0358_JPG_jpg.rf.2f641717180f7a8f597aecb1d9e4885a.jpg,1,1,0,1,1,1
FIMG_0353_JPG_jpg.rf.ff63020c61f0cce7a73ed288ad82459f.jpg,1,0,0,0,0,0
FIMG_0363_JPG_jpg.rf.0b5a24c5a5420dc045babdd6243aefa9.jpg,0,0,1,1,0,1
FIMG_0359_JPG_jpg.rf.34db1ea67d7cb2d47d1b898df53f0a94.jpg,1,0,1,1,0,0
FIMG_0358_JPG_jpg.rf.0b3e577704f929bc3d5aeff643c84a9a.jpg,1,0,0,1,1,1
FIMG_0361_JPG_jpg.rf.62ba400250147e0f106b7b0372872995.jpg,1,0,1,1,1,1
FIMG_0363_JPG_jpg.rf.1f273d0e38eb78af018ea93868598cfe.jpg,0,1,0,1,0,0
Hand_0001223_jpg.rf.0e98b538035f7413f85dcf28bedab8db.jpg,1,1,1,1,0,1
FIMG_0363_JPG_jpg.rf.70ff3e119295a00d1d8949376ce07cd3.jpg,1,0,1,1,0,1
Hand_0001217_jpg.rf.26a902e43f3d9dcbbe264b483cb0ee86.jpg,1,1,1,0,1,1
Hand_0004659_jpg.rf.d6364c5e4a33a9c44ba021c627c8be0c.jpg,1,1,1,0,0,1
FIMG_0361_JPG_jpg.rf.f9b3039328a0cabf1b9d9149098fa749.jpg,0,0,1,1,1,1
FIMG_0360_JPG_jpg.rf.d610c66e974f1e799cb81f64ac3debe9.jpg,0,0,1,1,0,1
Hand_0001236_jpg.rf.aca688110d34849605649b6d6f363f45.jpg,1,0,1,1,0,1
FIMG_0365_JPG_jpg.rf.49b931e6f17b3f8f7bc0592a14d9afee.jpg,1,0,0,1,1,0
FIMG_0362_JPG_jpg.rf.94936556cc912bae9f8664e1420c6f85.jpg,1,1,1,1,0,1
Hand_0001277_jpg.rf.406f459b0026c7ab5a1ebaad5601a588.jpg,1,1,1,1,1,1
Hand_0001250_jpg.rf.469554b4508386570c1b7dd6e463d018.jpg,0,1,0,0,1,0
Hand_0001249_jpg.rf.14f8ededd63de9d5802f6ace02481fe2.jpg,1,1,0,1,0,1
Hand_0001217_jpg.rf.acddf42e3ae898eee10b42bf7c903f4a.jpg,1,1,0,0,0,1
Hand_0001217_jpg.rf.7f5780142a52ac1c4f28eb2d5c08c284.jpg,1,0,0,0,0,1
Hand_0001250_jpg.rf.576d7dd69ff6f16fda9a14531286bea0.jpg,1,0,0,1,1,1
Hand_0001223_jpg.rf.4e5bc4bd5424ca2bf280d435439f5199.jpg,1,1,0,0,0,0
Hand_0001236_jpg.rf.daaddbbf2a5bd2f080f4aed796e5dd7e.jpg,1,1,1,0,1,1
Hand_0001269_jpg.rf.39d0484785d02366f0f2b5f25398e40e.jpg,0,1,0,1,1,0
FIMG_0375_JPG_jpg.rf.e2dac53e9ffe68182f0ededd671015b7.jpg,0,1,1,1,1,1
Hand_0001276_jpg.rf.2d2f0fcfac303481fe49fa47308bc9ed.jpg,1,1,0,0,0,0
Hand_0001218_jpg.rf.ef6df4258b437eac9f2de2cfc19a688c.jpg,1,0,1,1,0,0
Hand_0001216_jpg.rf.bd976eaac318f56162145ef03a87cfd3.jpg,1,1,1,1,0,0
Hand_0001276_jpg.rf.3bd9d10f695d9aeeab7136873046031c.jpg,1,1,0,1,1,1
FIMG_0377_JPG_jpg.rf.3919df3bac1fbd4ad51dcb5208a4f693.jpg,1,0,0,1,1,1
Hand_0001250_jpg.rf.d1339847239b16d26c7607f1807a9994.jpg,0,0,0,1,0,1
Hand_0001236_jpg.rf.93dfcced5862be817a98550621d15fbb.jpg,1,1,1,1,1,1
Hand_0001277_jpg.rf.7e10f3c0fae841a0029908cb9d7df57a.jpg,1,1,0,1,0,1
FIMG_0376_JPG_jpg.rf.a302df5a71f489b1f94bc5c7fa94da1f.jpg,0,0,1,1,1,1
Hand_0001296_jpg.rf.2d61e0a2edc66e82bfcd1e1e1d458c65.jpg,1,1,0,1,1,1
Hand_0001223_jpg.rf.f989fe97e9dff146ae3e54037b220cf1.jpg,1,1,0,0,1,0
Hand_0001280_jpg.rf.66b8b735f901c9c29a251f47a30b4350.jpg,1,1,1,1,1,1
Hand_0001269_jpg.rf.599747173db702b344614265cafa8cf5.jpg,1,1,1,1,0,1
Hand_0001278_jpg.rf.5f3d1e4cba48272c14a6bb433c6979d7.jpg,1,1,1,1,1,1
Hand_0004696_jpg.rf.39ca2302f633d08b7923b2ac0b36ce73.jpg,1,1,1,1,0,1
Hand_0004670_jpg.rf.143d8bda8f872a9d6d773f886e33bde0.jpg,0,1,0,0,1,0
Hand_0001278_jpg.rf.8b9cb62c6de4930a9b84625e3d15f740.jpg,1,1,0,1,1,0
Hand_0001276_jpg.rf.65524f82a6dbf155dcd161bf883f2ac4.jpg,1,1,0,0,1,1
Hand_0001278_jpg.rf.f55086dd2dfb0f86f2234992b910227f.jpg,1,1,1,1,0,1
Hand_0001279_jpg.rf.e2e13276691b304b3966d90c13b4dd9e.jpg,0,0,1,1,1,0
Hand_0001218_jpg.rf.63481b3d41e72c796557676dd246877f.jpg,0,0,1,1,1,1
Hand_0004703_jpg.rf.0ef4b04822c928289e3148fc4d9389f2.jpg,1,0,0,1,1,0
Hand_0001280_jpg.rf.d3bbdab5e46c8979ebdbf31b61db75a9.jpg,1,1,1,1,0,1
Hand_0001279_jpg.rf.fad22fd79bf098b38bf871a3cfec0d09.jpg,0,1,1,1,1,0
Hand_0001259_jpg.rf.775be222a8063d3527208f42d8b1a3f7.jpg,0,1,0,1,0,1
Hand_0004670_jpg.rf.75315cf570210a323a92f6fe91a42af0.jpg,1,1,0,1,1,1
Hand_0001295_jpg.rf.cd0eb3736f919c5d58749538cf66b166.jpg,0,0,1,1,1,0
Hand_0004664_jpg.rf.66143d8e929930bc1613f7a414d1b0b6.jpg,1,1,1,1,1,1
Hand_0001294_jpg.rf.a32821c41f6cb8b86020b57d2af2d846.jpg,1,1,1,0,1,1
Hand_0004696_jpg.rf.ba329c4b5f5d4dcd4ecfae776d3b8503.jpg,0,0,0,1,1,1
Hand_0004669_jpg.rf.056517ca196e6dfa23eb8105e4b6cf9c.jpg,1,1,0,1,1,1
Hand_0004704_jpg.rf.95d227f773cf65c09c96e12ae777d974.jpg,1,1,0,0,0,0
Hand_0001294_jpg.rf.d70b121f309905b39eee9fe5eb3b63e3.jpg,1,1,1,1,0,1
Hand_0001218_jpg.rf.3f203cc919b2b6b7371dedd73813e4d6.jpg,1,1,0,1,1,1
Hand_0004701_jpg.rf.8ce0bce6d07e377430a62376f6f67e3b.jpg,1,0,1,0,1,1
Hand_0004670_jpg.rf.7f0c591db8dcad848bf0c27722a41f7c.jpg,1,0,1,1,0,1
Hand_0004696_jpg.rf.a539ac398d63709bb398449c7c6792a1.jpg,0,1,0,1,1,1
Hand_0004703_jpg.rf.abfedafaa92d5a8afcce23e8cfbf1fa5.jpg,1,0,0,1,1,0
Hand_0004669_jpg.rf.463cc8111d226f18e6651eaa92a34645.jpg,0,0,1,1,1,0
Hand_0004747_jpg.rf.58f5955a8b84be44f975d11f994cb052.jpg,1,1,0,0,1,0
Hand_0004669_jpg.rf.af5e39853f615b82aff0e61b95bac81a.jpg,0,0,0,1,0,0
Hand_0004703_jpg.rf.a1027ebc75326d621a171cbc2ca1989a.jpg,1,1,1,1,0,1
Hand_0004664_jpg.rf.9d18a3373b8e46f05f24f8ff7dfade85.jpg,1,1,1,1,0,0
Hand_0004717_jpg.rf.54c74643dc7432d28a49d837542c2d86.jpg,0,1,0,1,1,1
Hand_0004713_jpg.rf.64a5dc717ab7cc95f965f66dd236cf4f.jpg,1,0,0,1,0,0
Hand_0004661_jpg.rf.9028660a530cfdb339e6c0b6d0e0f893.jpg,0,1,0,1,1,1
Hand_0001280_jpg.rf.e0d9f72de1499c7df4bc8200428581dc.jpg,1,1,0,1,0,0
Hand_0004747_jpg.rf.447dbd804c96ff99bab415ff4e4d89a5.jpg,0,0,0,0,1,1
Hand_0004714_jpg.rf.14928e844f2877c00dce1299c6b9ed11.jpg,1,1,0,0,1,0
Hand_0004661_jpg.rf.ff2bcdfb9c51806a2e9ac3d5cb6d01f9.jpg,1,1,0,1,1,1
Hand_0004697_jpg.rf.e94f405890ecfd9568277c2eceb4459a.jpg,1,1,1,0,1,1
Hand_0004761_jpg.rf.1147f647e9a9da5226085ea3d4794146.jpg,1,1,1,1,1,1
Hand_0004664_jpg.rf.c521f1f7368aeb5010187914e8afdd2a.jpg,1,0,0,1,0,0
Hand_0004767_jpg.rf.845ea2d24a39f756621cceaf4401c05a.jpg,1,1,1,0,0,1
Hand_0004716_jpg.rf.727ac309453d9137190f2e716aec7219.jpg,1,0,1,0,1,0
Hand_0004717_jpg.rf.949503d62a52a5bb319f32d5ee959f19.jpg,1,0,1,1,1,0
Hand_0004577_jpg.rf.479995e281cba1a02b9e58546bf0ade4.jpg,0,1,0,0,0,1
Hand_0004715_jpg.rf.948c0c51045a2c9ede6cdca455ae1bb3.jpg,1,0,0,1,0,0
Hand_0004714_jpg.rf.0eb55404ed4296a0f60505aa922675fe.jpg,0,1,0,1,1,0
Hand_0004716_jpg.rf.f12b9729239a831e71b31229f6583b97.jpg,1,1,0,1,1,1
Hand_0004761_jpg.rf.9342bd70694a71904945bdb0b76aa97a.jpg,1,1,1,1,1,0
Hand_0004580_jpg.rf.09ebe57f7786bb1bbc03284d49f8dc70.jpg,1,0,1,1,1,1
Hand_0004715_jpg.rf.58e703e73f7832efa2b4cd13d35f3b69.jpg,0,1,0,0,1,1
Hand_0004713_jpg.rf.eb979fb76705fa3bbb3c4e7912827e70.jpg,1,0,0,1,0,1
Hand_0004715_jpg.rf.c465339303a9add626a1b388d054f2c2.jpg,1,1,1,1,0,1
Hand_0004747_jpg.rf.c82388f4b8f18338f988e47901fbc1c4.jpg,1,0,1,1,0,0
Hand_0004571_jpg.rf.49e25d2f42c7dbdbfc977c4539c85902.jpg,1,0,0,0,0,1
Hand_0004714_jpg.rf.3aede5e9b0a78d9ecdc4543becc12659.jpg,1,1,1,1,0,1
Hand_0004581_jpg.rf.a02877abc53dd54e1ec16d5a931c87d2.jpg,1,1,1,1,0,0
Hand_0004597_jpg.rf.4a7829c4946a00a4a6759bf17087ffca.jpg,0,0,1,1,0,1
Hand_0004576_jpg.rf.3de2656ed931313ed2b238b1b7b98c26.jpg,1,1,0,1,1,0
Hand_0004581_jpg.rf.29b6718f225b87838968d047c172d7fb.jpg,0,1,1,0,0,0
Hand_0004530_jpg.rf.60f598ad92d5033a1b6430c9331826a8.jpg,1,0,1,1,1,1
Hand_0004576_jpg.rf.7ddbb2b1f4caae7be39e1f32c66e93cf.jpg,1,1,0,1,0,0
Hand_0004716_jpg.rf.af365be16cbb8767f5d541d99ea6d763.jpg,1,1,0,0,1,1
Hand_0004581_jpg.rf.67259aff450a2455693ff9fe765a262b.jpg,1,1,1,1,0,1
